"Contaminant","G","AC_la","Shape","Size..µm.","Surface_area","Volume","Microplastic","Total_surface_area","size_assigned","TMC_rsd_0","TMC_rsd_0n","TMC_rsd_10","TMC_rsd_50","TMC_rsd_100","TMC_rsd_200"
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PET",13171473719.3954,"750",751484.985798623,751484.985798624,744046.691722398,601344.340875548,377221.327199387,156950.615590967
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PET",3292868429.84884,"750",2624.41679655827,2624.41679655827,2598.43998493822,2100.07946736537,1317.37294268094,548.119842140761
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PET",1463497079932.82,"750",2021772.93957081,2021772.93957082,2001761.17358204,1617838.99708147,1014865.08176902,422255.285797327
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PET",146349707993.282,"750",475.040634297654,475.040634297654,470.33862161232,380.131343299218,238.455141393096,99.2141179035072
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PET",146349707993.282,"750",29048.4617754427,29048.4617754427,28760.9364020407,23244.813176458,14581.3948530031,6066.88629019148
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PC",2.43e+09,"750",10634.0966776281,10634.0966776281,10528.8390346704,8509.4898477835,5337.97499365663,2220.97320817908
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PC",4.86e+09,"750",0.395711858507619,0.395711858507619,0.39179505214601,0.31665181770467,0.198634643772884,0.0826459888927965
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PC",4.86e+10,"750",42.9718346348118,42.9718346348118,42.5464939439808,34.3864083288665,21.5704808472116,8.97483785632712
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PC",368181818181.818,"750",65.7941965700467,65.7941965700467,65.1429572348031,52.6490462451544,33.0265735459699,13.7413785360032
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PC",4.86e+09,"750",2.11553647432919,2.11553647432919,2.09459662493444,1.69286933311343,1.0619313647858,0.441838171388412
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PC",1.62e+09,"750",32740.445436047,32740.4454360471,32416.3763382711,26199.168250565,16434.652074066,6837.97170005876
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PC",9.72e+09,"750",363462.213651271,363462.213651271,359864.618380807,290845.392032704,182446.357826635,75910.5228376567
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PC",2.43e+09,"750",1269.32188459752,1269.32188459752,1256.75797496066,1015.72159986806,637.158818871481,265.102902833047
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PC",1.08e+12,"750",977847.970356605,977847.970356605,968169.106636363,782481.82508354,490848.27527877,204227.421441755
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PC",1.08e+11,"750",229.757511831909,229.757511831909,227.483342724709,183.853812284666,115.330891747831,47.9857663162018
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PC",1.08e+11,"750",14049.5398039742,14049.5398039742,13910.4756700627,11242.5549580968,7052.41774825819,2934.30203220912
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PC",1.701e+09,"750",708.939778508539,708.939778508539,701.922602311363,567.299323185567,355.864999577109,148.064880545272
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PC",3.402e+09,"750",0.0263807905671746,0.0263807905671746,0.0261196701430674,0.0211101211803113,0.0132423095848589,0.0055097325928531
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PC",3.402e+10,"750",2.86478897565412,2.86478897565412,2.83643292959872,2.29242722192443,1.43803205648077,0.598322523755141
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PC",257727272727.273,"750",4.38627977133645,4.38627977133645,4.34286381565354,3.50993641634363,2.20177156973133,0.916091902400216
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PC",3.402e+09,"750",0.14103576495528,0.14103576495528,0.139639774995629,0.112857955540895,0.0707954243190534,0.0294558780925608
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PC",1.134e+09,"750",2182.69636240314,2182.69636240314,2161.09175588474,1746.61121670433,1095.6434716044,455.864780003917
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PC",6.804e+09,"750",24230.8142434181,24230.8142434181,23990.9745587205,19389.6928021802,12163.0905217757,5060.70152251045
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PC",1.701e+09,"750",84.6214589731677,84.6214589731677,83.7838649973776,67.7147733245371,42.4772545914321,17.6735268555365
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PC",7.56e+11,"750",65189.8646904403,65189.8646904403,64544.6071090909,52165.4550055693,32723.218351918,13615.1614294503
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PC",7.56e+10,"750",15.3171674554606,15.3171674554606,15.1655561816473,12.2569208189778,7.68872611652209,3.19905108774679
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PC",7.56e+10,"750",936.635986931614,936.635986931614,927.365044670846,749.503663873123,470.161183217213,195.620135480608
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PC",9.72e+09,"750",70893.9778508539,70893.9778508539,70192.2602311363,56729.9323185567,35586.4999577109,14806.4880545272
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PC",1.944e+10,"750",2.63807905671746,2.63807905671746,2.61196701430674,2.11101211803113,1.32423095848589,0.55097325928531
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PC",1.944e+11,"750",286.478897565412,286.478897565412,283.643292959872,229.242722192443,143.803205648077,59.8322523755141
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PC",1472727272727.27,"750",438.627977133645,438.627977133645,434.286381565354,350.993641634363,220.177156973133,91.6091902400216
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PC",1.944e+10,"750",14.103576495528,14.103576495528,13.9639774995629,11.2857955540895,7.07954243190534,2.94558780925608
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PC",6.48e+09,"750",218269.636240314,218269.636240314,216109.175588474,174661.121670433,109564.34716044,45586.4780003917
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PC",3.888e+10,"750",2423081.42434181,2423081.42434181,2399097.45587205,1938969.28021802,1216309.05217757,506070.152251045
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PC",9.72e+09,"750",8462.14589731678,8462.14589731678,8378.38649973776,6771.47733245371,4247.72545914321,1767.35268555365
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PC",4.32e+12,"750",6518986.46904403,6518986.46904404,6454460.71090909,5216545.50055693,3272321.8351918,1361516.14294503
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PC",4.32e+11,"750",1531.71674554606,1531.71674554606,1516.55561816473,1225.69208189778,768.872611652209,319.905108774679
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PC",4.32e+11,"750",93663.5986931614,93663.5986931614,92736.5044670846,74950.3663873123,47016.1183217213,19562.0135480608
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PC",2446771069.6754,"750",10853.3794731728,10853.3794731728,10745.9513411835,8684.96170769303,5448.04791424792,2266.77128851288
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PC",4893542139.3508,"750",0.403871724380034,0.403871724380034,0.399874150627022,0.323181408125516,0.202730634367945,0.0843502091979489
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PC",48935421393.508,"750",43.8579450693943,43.8579450693943,43.4238335446532,35.0954810386302,22.0152798258941,9.15990553008977
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PC",370722889344.758,"750",67.1509206804123,67.1509206804123,66.4862523171723,53.7347078103429,33.7076054750531,14.0247357398504
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PC",4893542139.3508,"750",2.1591603726471,2.1591603726471,2.13778872835216,1.72777752805564,1.0838291606594,0.450949195327496
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PC",1631180713.11693,"750",33415.577195729,33415.577195729,33084.825557831,26739.4141246706,16773.5465340145,6978.97564197315
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PC",9787084278.7016,"750",370957.068428357,370957.068428357,367285.288130987,296842.835216608,186208.534210205,77475.8529417284
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PC",2446771069.6754,"750",1295.49622358826,1295.49622358826,1282.67323701129,1036.66651683339,650.29749639564,270.569517196498
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PC",1087453808744.62,"750",998011.905579106,998011.905579106,988133.456660552,798617.168523497,500969.923149234,208438.739173598
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PC",108745380874.462,"750",234.495278566519,234.495278566519,232.174214440919,187.645011401198,117.709098484313,48.9752676629695
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PC",108745380874.462,"750",14339.2515169412,14339.2515169412,14197.3197796056,11474.3846052227,7197.84372340854,2994.80947088503
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PC",3653730723.53091,"750",24396.2909334855,24396.2909334855,24154.8133394394,19522.1085829335,12246.1545055244,5095.26198461261
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PC",7307461447.06181,"750",0.907825264208094,0.907825264208094,0.89883949414932,0.726449091401642,0.455699125732737,0.189602901932992
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PC",73074614470.6181,"750",98.5841497850976,98.5841497850977,97.6083513177777,78.8878310193971,49.4860769350395,20.5896901317859
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PC",553595564171.349,"750",150.942238905413,150.942238905413,149.44819340521,120.785195819173,75.7681560727877,31.5248844123037
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PC",7307461447.06181,"750",4.85337352788173,4.85337352788173,4.80533421872137,3.88370860403186,2.43623763372502,1.013646283411
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PC",2435820482.35394,"750",75111.7331695982,75111.7331695982,74368.2676706878,60105.0141100168,37703.677664792,15687.3829575511
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PC",14614922894.1236,"750",833839.504790253,833839.504790254,825586.055198825,667245.090560539,418560.650728087,174150.68305299
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PC",3653730723.53091,"750",2912.02411672904,2912.02411672904,2883.20053123282,2330.22516241911,1461.74258023501,608.187770046598
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PC",1623880321569.29,"750",2243337.097332,2243337.097332,2221132.26109787,1795136.42141917,1126083.17292179,468529.837665527
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PC",162388032156.929,"750",527.099881891917,527.099881891917,521.882580145177,421.789572701872,264.587211682751,110.086897947727
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PC",162388032156.929,"750",32231.8548467241,32231.8548467241,31912.8198433603,25792.1899629191,16179.3559327843,6731.75054117136
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PVC",2.16e+09,"750",9452.53038011385,9452.53038011385,9358.96803081818,7563.99097580755,4744.86666102811,1974.1984072703
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PVC",4.32e+09,"750",0.351743874228995,0.351743874228995,0.348262268574231,0.281468282404151,0.176564127798119,0.0734631012380413
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PVC",4.32e+10,"750",38.1971863420549,38.1971863420549,37.8191057279829,30.5656962923258,19.173760753077,7.97763365006855
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PVC",327272727272.727,"750",58.4837302844859,58.483730284486,57.9048508753806,46.7991522179151,29.3569542630843,12.2145586986695
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PVC",4.32e+09,"750",1.88047686607039,1.8804768660704,1.86186366660839,1.50477274054527,0.943938990920712,0.392745041234144
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PVC",1.44e+09,"750",29102.6181653752,29102.6181653752,28814.5567451299,23288.1495560577,14608.579621392,6078.1970667189
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PVC",8.64e+09,"750",323077.523245574,323077.523245575,319879.66078294,258529.237362403,162174.540290343,67476.0203001393
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PVC",2.16e+09,"750",1128.28611964224,1128.28611964224,1117.11819996503,902.863644327162,566.363394552427,235.647024740486
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PVC",9.6e+11,"750",869198.195872538,869198.195872538,860594.761454545,695539.400074258,436309.578025574,181535.485726004
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PVC",9.6e+10,"750",204.228899406141,204.228899406141,202.207415755297,163.425610919703,102.516348220295,42.6540145032905
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PVC",9.6e+10,"750",12488.4798257549,12488.4798257549,12364.867262278,9993.38218497497,6268.81577622951,2608.26847307478
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PVC",1.512e+09,"750",630.16869200759,630.16869200759,623.931202054545,504.266065053837,316.324444068541,131.613227151353
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PVC",3.024e+09,"750",0.0234495916152663,0.0234495916152663,0.0232174845716154,0.0187645521602767,0.0117709418532079,0.00489754008253609
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PVC",3.024e+10,"750",2.54647908947033,2.54647908947033,2.52127371519886,2.03771308615505,1.2782507168718,0.531842243337903
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PVC",229090909090.909,"750",3.89891535229906,3.89891535229906,3.86032339169204,3.11994348119434,1.95713028420562,0.814303913244636
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PVC",3.024e+09,"750",0.125365124404693,0.125365124404693,0.124124244440559,0.100318182703018,0.0629292660613808,0.0261830027489429
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PVC",1.008e+09,"750",1940.17454435834,1940.17454435834,1920.97044967532,1552.54330373718,973.905308092799,405.21313778126
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PVC",6.048e+09,"750",21538.501549705,21538.501549705,21325.3107188626,17235.2824908269,10811.6360193562,4498.40135334262
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PVC",1.512e+09,"750",75.2190746428158,75.2190746428158,74.4745466643356,60.1909096218108,37.7575596368285,15.7098016493658
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PVC",6.72e+11,"750",57946.5463915025,57946.5463915025,57372.9840969697,46369.2933382838,29087.3052017049,12102.365715067
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PVC",6.72e+10,"750",13.6152599604094,13.6152599604094,13.4804943836865,10.8950407279802,6.83442321468631,2.84360096688603
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PVC",6.72e+10,"750",832.565321716991,832.565321716991,824.324484151863,666.225478998331,417.921051748634,173.884564871652
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PVC",8.64e+09,"750",63016.869200759,63016.869200759,62393.1202054545,50426.6065053837,31632.4444068541,13161.3227151353
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PVC",1.728e+10,"750",2.34495916152663,2.34495916152663,2.32174845716154,1.87645521602767,1.17709418532079,0.489754008253609
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PVC",1.728e+11,"750",254.647908947033,254.647908947033,252.127371519886,203.771308615505,127.82507168718,53.1842243337903
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PVC",1309090909090.91,"750",389.891535229906,389.891535229906,386.032339169204,311.994348119434,195.713028420562,81.4303913244637
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PVC",1.728e+10,"750",12.5365124404693,12.5365124404693,12.4124244440559,10.0318182703018,6.29292660613808,2.61830027489429
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PVC",5.76e+09,"750",194017.454435834,194017.454435834,192097.044967532,155254.330373718,97390.5308092798,40521.313778126
